0021,1
0024,1
0087,1
0088,1
00R22,1
00R24,1
00RC5,1
00script,1
0103,1
0111,1
0112,1
0115,1
0119,1
0120,1
0126,1
0131,1
0155,1
0167,1
0179,1
0208,1
0217,1
0220,1
0296,1
0367,1
0404,1
0407,1
0416,1
0435,1
0444,1
0445,1
0452,1
0468,1
0478,1
0485,1
0486,1
0487,1
0488,1
0489,1
0491,1
0493,1
0495,1
0507,1
0536,1
0547,1
0590,1
0591,1
0614,1
0664,1
0702,1
0736,1
0770,1
0786,1
0916,1
0941,1
0942,1
0968,1
0969,1
0970,1
0L10,1
0L10A,1
0L10B,1
0L20,1
0SP1,1
0c20cvs,1
0u61,1
0ubuntu5,1
0ubuntu6,1
0x0000,1
0x02,1
0x40000,1
0x80000034,1
0xff,1
1000,1
1024,1
1040,1
1062,1
1066,1
1072,1
1073,1
108231,1
108880,1
10CU2,1
10ww,1
1100,1
1106,1
111005,1
1129,1
112908,1
11379,1
115168,1
1173,1
11b7,1
12345670,1
1272,1
1275,1
1296,1
1315,1
1316,1
1358,1
1400185,1
1428,1
1626,1
1632,1
1643,1
1675,1
1676,1
1751,1
1759,1
1769,1
18012,1
1862,1
1864,1
1878,1
1940,1
1945,1
1986,1
1git1ubuntu1,1
1p2a,1
1r18,1
20000118,1
20000902,1
2000A,1
2001,1
20010625,1
20040420,1
20040619,1
2004Q2,1
20050421,1
20050831,1
20051007,1
2005Q1,1
2005Q4,1
20060512,1
20060625,1
20060702,1
20060825,1
20060926,1
20061006,1
20061023,1
20061024,1
20061029,1
20061119,1
20070208,1
20070628,1
20070712,1
20070728,1
20070730,1
20070810,1
20071016,1
20080902,1
20090116,1
20100701,1
20100831,1
20100923,1
20110328,1
20111116,1
2011B,1
2030,1
2033,1
20438,1
2047,1
2071,1
2096,1
2131,1
213334,1
2157,1
2179,1
2180,1
2194,1
220114,1
2222,1
2233,1
2252,1
2267,1
2338,1
2343,1
2364,1
2365,1
2392,1
2400,1
2404,1
2453,1
2467,1
2478,1
2506,1
2507,1
2511,1
2540,1
2546,1
261024,1
2627,1
26373,1
2696,1
26UC4,1
2760U,1
2766,1
2790,1
2800,1
28012,1
2873,1
2942,1
2945,1
2960,1
2965,1
2977,1
2978,1
2983,1
2986,1
2U01,1
3095,1
3100,1
3102,1
3106,1
3137,1
3312,1
3359,1
3371,1
3435,1
3479,1
3571,1
3587,1
3590,1
3607,1
3620,1
3624,1
3655,1
3660,1
3834,1
3847,1
3CRWER100,1
3Com,1
3beta2,1
3beta20,1
3bis,1
3pre1,1
3r10,1
4030,1
4033,1
4098,1
4100,1
4174,1
4269,1
4273,1
4300,1
4347,1
4400,1
4417,1
4429,1
4500,1
4593,1
4649,1
4750,1
4760,1
4788,1
4855,1
4BSD,1
5000D,1
5026,1
5043,1
5222,1
5227,1
5398,1
5400,1
5413,1
5415,1
5450,1
5461,1
5500,1
56528,1
5737,1
5871,1
5881,1
5887,1
590G,1
5977,1
5alpha2,1
6000,1
6040,1
604G,1
